2017,01,2,0136.300,-36.0365,51.9288,5.7,10
2017,01,2,131348.710,-4.895,-76.3675,5.9,106
2017,01,2,13142.830,-23.2513,179.2383,6.3,551.62
2017,01,3,992.80,24.0151,92.0177,5.7,32
2017,01,3,21197.540,-43.3527,-74.5017,5.5,10.26
2017,01,3,215230.670,-19.3733,176.0518,6.9,12
2017,01,3,215537.520,-19.3977,175.9532,5.7,10
2017,01,3,224012.570,-19.1207,176.1875,6,10
2017,01,3,233413.70,-18.9749,176.2872,5.5,19.36
2017,01,4,1610.880,-17.8694,167.1235,5.6,22.1
2017,01,4,20352.560,-18.7942,176.2567,5.7,7
2017,01,6,63035.500,-22.3176,-67.795,5.8,172
2017,01,8,8527.900,-6.2269,147.4769,5.9,61
2017,01,8,14206.290,-54.327,-135.8585,5.6,10
2017,01,8,234714.420,74.3859,-92.4156,6,31
2017,01,10,61348.140,4.4782,122.6171,7.3,627.17
2017,01,10,10133.140,14.6898,144.34,5.7,10
2017,01,10,152714.780,-10.1132,161.0271,6.3,26
2017,01,11,215818.410,-22.821,-69.8033,5.8,72
2017,01,11,22658.670,-20.16,46.6469,5.5,7.26
2017,01,12,13296.300,-5.2669,102.7235,5.5,22.95
2017,01,13,163925.240,0.0303,125.077,5.7,42
2017,01,14,61140.920,-18.6205,176.2365,5.9,3.92
2017,01,14,103450.390,-15.1123,-173.2682,5.5,5.24
2017,01,14,182543.50,-18.6545,176.0894,5.7,4.39
2017,01,16,11638.10,-13.642,166.5223,5.8,14.03
2017,01,16,124210.680,3.3168,98.4696,5.6,6
2017,01,16,204739.210,-13.554,166.4169,5.9,14.89
2017,01,17,982.30,19.8529,-76.594,5.8,11
2017,01,18,101410.980,42.6012,13.2268,5.7,7
2017,01,18,102525.490,42.5855,13.1904,5.6,10
2017,01,19,23421.150,-10.3506,161.3355,6.5,36
2017,01,21,51631.800,2.8266,128.2084,5.6,46.85
2017,01,22,43022.960,-6.2464,155.1718,7.9,135
2017,01,22,44452.760,-6.7363,153.6022,5.6,10
2017,01,24,93831.50,12.0891,146.2566,5.5,10
2017,01,29,145951.980,-30.0938,-177.4531,5.9,18
2017,01,30,233524.160,-14.7735,167.1577,5.9,79
2017,01,31,142238.700,0.702,-79.6769,5.5,10
